Ind#;Desired DVs;Actual DVs;Perf. Metrics
492;0.197,0.922,0.378,1.747,0.129,0.569,0.602,1.269,0.591,0.323,0.376,1.401,0.631,1.266,0.610,1.305,0.516,1.108,0.320,0.261,0.273,1.944,0.734,1.160,0.144,1.366,0.763,1.055,0.232,0.857;0.200,0.500,0.200,1.500,0.200,0.500,0.600,1.500,0.600,0.500,0.200,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.200,0.500,0.200,1.500,0.600,1.500,0.200,1.500,0.600,1.500,0.200,0.500;518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646
493;0.401,1.554,0.225,0.585,0.556,1.060,0.500,1.104,0.342,1.210,0.482,0.594,0.763,0.520,0.587,1.682,0.193,1.867,0.368,0.270,0.194,0.318,0.653,0.586,0.101,1.745,0.680,0.193,0.118,0.108;0.600,1.500,0.200,0.500,0.600,1.500,0.600,1.500,0.200,1.500,0.600,0.500,0.600,0.500,0.600,1.500,0.200,1.500,0.200,0.500,0.200,0.500,0.600,0.500,0.200,1.500,0.600,0.500,0.200,0.500;1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646
494;0.678,0.462,0.436,0.958,0.288,1.079,0.375,1.548,0.239,0.853,0.521,0.467,0.505,0.598,0.522,1.828,0.132,1.968,0.575,0.449,0.287,0.323,0.636,1.799,0.396,0.808,0.560,1.551,0.100,0.619;0.600,0.500,0.600,0.500,0.200,1.500,0.200,1.500,0.200,0.500,0.600,0.500,0.600,0.500,0.600,1.500,0.200,1.500,0.600,0.500,0.200,0.500,0.600,1.500,0.200,0.500,0.600,1.500,0.200,0.500;1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646
495;0.345,0.215,0.570,0.491,0.574,0.956,0.487,0.735,0.293,0.651,0.469,1.042,0.283,1.599,0.625,1.468,0.752,0.566,0.332,0.994,0.210,0.646,0.434,0.207,0.417,0.521,0.182,1.870,0.188,0.182;0.200,0.500,0.600,0.500,0.600,0.500,0.600,0.500,0.200,0.500,0.600,1.500,0.200,1.500,0.600,1.500,0.600,0.500,0.200,0.500,0.200,0.500,0.600,0.500,0.600,0.500,0.200,1.500,0.200,0.500;518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646
496;0.456,1.254,0.310,1.320,0.656,1.112,0.555,0.742,0.676,1.566,0.188,1.389,0.472,1.158,0.773,1.346,0.539,1.674,0.719,1.252,0.327,0.342,0.768,1.401,0.169,0.430,0.432,1.816,0.356,1.349;0.600,1.500,0.200,1.500,0.600,1.500,0.600,0.500,0.600,1.500,0.200,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.600,1.500,0.200,0.500,0.600,1.500,0.200,0.500,0.600,1.500,0.200,1.500;1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533
497;0.498,0.903,0.575,1.247,0.343,0.719,0.634,0.342,0.659,1.617,0.510,1.853,0.270,1.682,0.765,1.014,0.332,0.297,0.785,1.257,0.638,0.228,0.548,0.911,0.678,1.169,0.522,1.337,0.305,0.176;0.600,0.500,0.600,1.500,0.200,0.500,0.600,0.500,0.600,1.500,0.600,1.500,0.200,1.500,0.600,1.500,0.200,0.500,0.600,1.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,1.500,0.200,0.500;1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646
498;0.444,0.995,0.130,0.424,0.600,1.227,0.143,1.828,0.785,1.071,0.444,0.820,0.348,1.970,0.713,0.446,0.528,0.124,0.685,0.857,0.214,0.315,0.423,0.490,0.669,0.979,0.397,1.893,0.104,0.272;0.600,0.500,0.200,0.500,0.600,1.500,0.200,1.500,0.600,1.500,0.600,0.500,0.200,1.500,0.600,0.500,0.600,0.500,0.600,0.500,0.200,0.500,0.600,0.500,0.600,0.500,0.200,1.500,0.200,0.500;1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646
499;0.311,0.434,0.183,1.391,0.781,0.286,0.300,1.158,0.586,0.780,0.480,1.454,0.766,1.877,0.348,0.508,0.139,0.817,0.381,1.507,0.782,1.632,0.406,0.578,0.671,0.689,0.740,1.582,0.735,1.761;0.200,0.500,0.200,1.500,0.600,0.500,0.200,1.500,0.600,0.500,0.600,1.500,0.600,1.500,0.200,0.500,0.200,0.500,0.200,1.500,0.600,1.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,1.500;518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002
500;0.656,0.673,0.138,0.922,0.188,0.135,0.453,0.930,0.363,1.242,0.626,0.126,0.495,1.407,0.207,0.515,0.734,1.711,0.126,0.591,0.496,0.977,0.464,0.925,0.667,1.169,0.552,0.637,0.220,1.640;0.600,0.500,0.200,0.500,0.200,0.500,0.600,0.500,0.200,1.500,0.600,0.500,0.600,1.500,0.200,0.500,0.600,1.500,0.200,0.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,0.500,0.200,1.500;1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533
501;0.399,1.125,0.731,1.146,0.344,0.970,0.770,1.043,0.376,1.512,0.508,0.787,0.466,0.822,0.605,1.538,0.178,1.672,0.410,0.948,0.624,1.412,0.268,0.991,0.450,1.355,0.515,1.433,0.272,0.560;0.200,1.500,0.600,1.500,0.200,0.500,0.600,1.500,0.200,1.500,0.600,0.500,0.600,0.500,0.600,1.500,0.200,1.500,0.600,0.500,0.600,1.500,0.200,0.500,0.600,1.500,0.600,1.500,0.200,0.500;565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646
502;0.585,1.163,0.364,0.825,0.344,1.468,0.502,1.600,0.130,0.721,0.466,1.565,0.491,1.654,0.701,0.401,0.446,0.159,0.225,1.015,0.254,0.856,0.385,1.406,0.574,0.824,0.621,0.484,0.444,1.577;0.600,1.500,0.200,0.500,0.200,1.500,0.600,1.500,0.200,0.500,0.600,1.500,0.600,1.500,0.600,0.500,0.600,0.500,0.200,1.500,0.200,0.500,0.200,1.500,0.600,0.500,0.600,0.500,0.600,1.500;1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002
503;0.578,1.264,0.306,1.078,0.467,0.685,0.455,1.764,0.339,0.802,0.580,0.989,0.406,1.270,0.687,1.559,0.582,1.171,0.358,1.724,0.534,0.730,0.352,0.649,0.574,0.562,0.542,0.602,0.461,1.048;0.600,1.500,0.200,1.500,0.600,0.500,0.600,1.500,0.200,0.500,0.600,0.500,0.600,1.500,0.600,1.500,0.600,1.500,0.200,1.500,0.600,0.500,0.200,0.500,0.600,0.500,0.600,0.500,0.600,1.500;1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002
504;0.334,1.417,0.213,1.668,0.304,0.807,0.358,0.874,0.336,1.211,0.517,1.945,0.105,0.825,0.138,1.535,0.338,0.846,0.616,0.724,0.512,1.422,0.321,0.608,0.368,1.346,0.288,1.507,0.424,1.853;0.200,1.500,0.200,1.500,0.200,0.500,0.200,0.500,0.200,1.500,0.600,1.500,0.200,0.500,0.200,1.500,0.200,0.500,0.600,0.500,0.600,1.500,0.200,0.500,0.200,1.500,0.200,1.500,0.600,1.500;565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002
505;0.393,1.340,0.641,1.784,0.293,1.077,0.515,0.752,0.252,1.237,0.674,0.709,0.295,1.244,0.444,1.722,0.531,1.655,0.614,0.932,0.341,1.116,0.547,0.771,0.312,1.794,0.574,1.654,0.576,0.121;0.200,1.500,0.600,1.500,0.200,1.500,0.600,0.500,0.200,1.500,0.600,0.500,0.200,1.500,0.600,1.500,0.600,1.500,0.600,0.500,0.200,1.500,0.600,0.500,0.200,1.500,0.600,1.500,0.600,0.500;565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116
506;0.415,0.759,0.103,0.988,0.511,0.388,0.213,1.765,0.626,1.042,0.269,0.934,0.540,1.577,0.756,1.226,0.458,0.208,0.231,0.294,0.301,0.822,0.254,0.320,0.344,0.246,0.425,1.415,0.385,0.573;0.600,0.500,0.200,0.500,0.600,0.500,0.200,1.500,0.600,1.500,0.200,0.500,0.600,1.500,0.600,1.500,0.600,0.500,0.200,0.500,0.200,0.500,0.200,0.500,0.200,0.500,0.600,1.500,0.200,0.500;1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646
507;0.307,0.818,0.349,1.282,0.480,1.383,0.341,0.821,0.278,0.408,0.698,0.784,0.514,0.936,0.405,1.590,0.424,0.767,0.537,0.431,0.406,1.113,0.557,0.403,0.276,1.732,0.294,1.165,0.182,1.084;0.200,0.500,0.200,1.500,0.600,1.500,0.200,0.500,0.200,0.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,0.500,0.600,0.500,0.600,1.500,0.600,0.500,0.200,1.500,0.200,1.500,0.200,1.500;518957952.000,525275072.000,52037672960.000,409809.646,565774144.000,572452608.000,56693096448.000,416230.533,1597402240.000,1634514944.000,159911870464.000,457347.002,518957952.000,525275072.000,52037672960.000,409809.646,518957952.000,525275072.000,52037672960.000,409809.646,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,1507256576.000,1541863424.000,150905323520.000,450926.116,1597402240.000,1634514944.000,159911870464.000,457347.002,1507256576.000,1541863424.000,150905323520.000,450926.116,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533,565774144.000,572452608.000,56693096448.000,416230.533
